num_measurements,MLP_MSE,CNN_MSE,Transformer_MSE,MLE_MSE,Bayesian_MSE,Generative_MSE,MLP_Time,CNN_Time,Transformer_Time,MLE_Time,Bayesian_Time,Generative_Time,valid_states,requested_states
10,0.07136525693533109,0.08395646954936979,0.05861345667134292,0.4722633791198396,0.5329951286347473,0.443118819948939,51.989885091781616,23.798776626586914,338.2928726673126,13.257344007492065,2.3229589462280273,2.048323631286621,15000,15000
