num_measurements,MLP_MSE,CNN_MSE,Transformer_MSE,MLE_MSE,Bayesian_MSE,MLP_Time,CNN_Time,Transformer_Time,MLE_Time,Bayesian_Time,valid_states,requested_states
20,0.0589635644665485,0.0509371678383432,0.0484570183087713,0.497946595002918,0.4968808239606523,75.3109290599823,69.36599135398865,218.7526319026947,11.184404611587524,2.555041551589966,15000,15000
