num_measurements,MLP_MSE,CNN_MSE,Transformer_MSE,MLE_MSE,Bayesian_MSE,MLP_Time,CNN_Time,Transformer_Time,MLE_Time,Bayesian_Time,valid_states,requested_states
400,0.018001866260798,0.0090936913974653,0.0067538659140751,0.0029709079419996,0.004271712397332,305.8154621124268,142.78337788581848,18601.594289541245,197.1694521903992,5.474266767501831,15000,15000
