num_measurements,MLP_MSE,CNN_MSE,Transformer_MSE,MLE_MSE,Bayesian_MSE,MLP_Time,CNN_Time,Transformer_Time,MLE_Time,Bayesian_Time,valid_states,requested_states
50,0.029403156242311,0.0274134514755274,0.0311826346235659,0.2310081716029608,0.3040484832059441,150.6384768486023,117.38111758232117,154.47609877586365,46.55020809173584,3.061800003051758,15000,15000
