num_measurements,MLP_MSE,CNN_MSE,Transformer_MSE,MLE_MSE,Bayesian_MSE,MLP_Time,CNN_Time,Transformer_Time,MLE_Time,Bayesian_Time,valid_states,requested_states
250,0.0170897057895598,0.0140577357933099,0.0115099680497342,0.0077979961233992,0.0148169791864381,166.714293718338,175.9265377521515,9043.77721452713,164.14188361167908,3.8677473068237305,15000,15000
