num_measurements,MLP_MSE,CNN_MSE,Transformer_MSE,MLE_MSE,Bayesian_MSE,MLP_Time,CNN_Time,Transformer_Time,MLE_Time,Bayesian_Time,valid_states,requested_states
100,0.0233584265070993,0.0198858490180998,0.0187036634835476,0.1988020161628016,0.2296742822686258,96.43105387687685,104.13808917999268,546.5597965717316,41.37403750419617,3.123120069503784,15000,15000
